GEMS,F850,e_F850,Re,e_Re,n,e_n,b/a,e_b/a,PA,f1,f2,RAJ2000,DEJ2000
J033204.45-274701.2,21.98,0.21,55.12,0.24,2.21,0.6,0.332,0.064,-0.1,1,1,53.018526,-27.783676
J033159.68-274701.3,21.09,0.13,31.79,0.18,2.49,0.55,0.598,0.05,78.6,1,1,52.998652,-27.783687
J033157.24-274702.5,23.54,0.13,13.12,0.15,1.22,0.34,0.604,0.063,-39.3,1,1,52.988493,-27.784017
J033152.73-274701.9,24.14,0.09,7.74,0.11,0.5,0.26,0.234,0.056,8.4,1,1,52.969723,-27.783859
J033152.50-274658.6,18.79,0.01,0.3,0.15,1.58,0.89,0.1,0.001,20.7,0,0,52.968744,-27.782957
J033204.04-274656.8,21.59,0.12,30.1,0.14,0.31,0.29,0.619,0.064,-14.9,1,1,53.016836,-27.782451
J033156.30-274700.0,22.98,0.11,21.5,0.13,0.66,0.28,0.204,0.062,69.4,1,1,52.984583,-27.783345
J033156.07-274656.1,18.77,0.01,2.05,0.14,0.2,0.68,0.149,0.001,-72.1,0,0,52.983605,-27.782263
J033203.23-274658.3,23.38,0.08,8.57,0.11,1.64,0.34,0.292,0.049,59.0,1,1,53.013448,-27.782859
J033158.74-274634.9,14.79,0.01,0.38,0.01,6.95,0.01,0.716,0.011,-24.8,1,0,52.994732,-27.776375
J033201.29-274655.1,21.99,0.1,26.29,0.13,0.82,0.27,0.292,0.061,31.5,1,1,53.005378,-27.781964
J033153.56-274658.0,24.25,0.08,4.18,0.11,1.72,0.35,0.516,0.048,-43.5,1,1,52.973161,-27.782773
J033155.20-274657.4,23.81,0.12,13.13,0.15,1.44,0.37,0.366,0.06,-42.0,1,1,52.979983,-27.782598
J033154.33-274655.7,21.93,0.01,0.3,0.16,0.81,0.84,0.089,0.001,62.0,0,0,52.976383,-27.782151
J033203.78-274655.9,23.57,0.15,17.84,0.2,2.53,0.58,0.254,0.052,-84.8,1,1,53.015771,-27.782208
J033159.31-274651.0,22.02,0.1,16.03,0.12,0.47,0.27,0.613,0.06,-12.1,1,1,52.997134,-27.780845
J033152.49-274653.3,23.28,0.12,12.72,0.14,0.39,0.29,0.768,0.064,-50.1,1,1,52.968724,-27.78147
J033204.10-274653.4,22.6,0.04,4.22,0.06,1.66,0.21,0.602,0.027,61.5,1,1,53.0171,-27.781499
J033152.82-274653.4,23.19,0.11,9.69,0.18,7.27,0.79,0.43,0.038,-36.4,1,1,52.970078,-27.781497
J033152.62-274651.6,21.95,0.08,9.39,0.12,2.31,0.43,0.817,0.044,5.4,1,1,52.969234,-27.780993
J033159.45-274651.4,21.63,0.05,7.44,0.08,6.04,0.43,0.52,0.027,25.6,1,1,52.997705,-27.780948
J033157.66-274651.0,23.25,0.16,12.94,0.23,4.11,0.83,0.533,0.039,-36.9,1,1,52.990248,-27.780825
J033156.52-274650.7,23.85,0.09,6.28,0.12,1.32,0.31,0.45,0.054,31.6,1,1,52.985489,-27.780753
J033156.27-274650.7,23.35,0.11,12.89,0.13,0.46,0.28,0.39,0.061,73.7,1,1,52.984472,-27.780761
J033159.28-274649.2,22.09,0.28,39.73,0.33,8.0,0.99,0.539,0.052,-53.3,0,0,52.996983,-27.780336
J033152.53-274642.0,19.68,0.37,152.18,0.38,8.0,1.07,0.61,0.057,-6.6,0,0,52.96889,-27.778338
J033152.32-274648.4,23.71,0.05,2.71,0.08,2.8,0.35,0.677,0.03,-60.0,1,1,52.968004,-27.780104
J033152.72-274647.6,23.49,0.12,10.38,0.19,4.34,0.79,0.315,0.038,79.4,1,1,52.969652,-27.7799
J033155.49-274647.1,24.27,0.1,6.81,0.13,1.01,0.28,0.513,0.06,36.5,1,1,52.981188,-27.77975
J033201.52-274646.6,22.31,0.28,51.22,0.3,2.52,0.72,0.548,0.068,-7.5,1,0,53.006333,-27.779622
J033201.21-274647.1,23.68,0.11,10.64,0.13,0.74,0.28,0.517,0.062,-64.2,1,1,53.005038,-27.779748
J033156.42-274646.2,23.09,0.13,15.87,0.14,0.99,0.3,0.734,0.066,50.9,1,1,52.985097,-27.779492
J033157.93-274644.4,22.22,0.13,24.81,0.14,0.47,0.3,0.697,0.066,65.5,1,1,52.991378,-27.778987
J033201.23-274644.6,22.47,0.01,0.3,0.11,2.08,0.59,0.009,0.001,-25.7,0,0,53.005142,-27.779068
J033153.69-274639.4,21.61,0.1,14.99,0.12,0.53,0.27,0.92,0.059,-32.3,1,1,52.9737,-27.777604
J033203.74-274641.2,23.78,0.1,7.67,0.13,0.21,0.28,0.724,0.061,-5.4,1,1,53.015566,-27.778124
J033153.33-274636.9,20.38,0.05,16.74,0.06,1.36,0.19,0.294,0.027,-46.6,1,1,52.972218,-27.776928
J033203.61-274640.2,24.04,0.1,6.95,0.13,0.52,0.27,0.624,0.061,10.9,1,1,53.015049,-27.777841
J033159.05-274638.8,24.32,0.1,9.98,0.13,0.2,0.28,0.257,0.061,50.1,0,0,52.996042,-27.777439
J033152.84-274635.8,22.4,0.1,17.13,0.12,0.84,0.27,0.294,0.058,60.0,1,1,52.970182,-27.776598
J033155.28-274634.8,22.09,0.11,21.68,0.13,0.61,0.29,0.637,0.063,79.9,1,1,52.98033,-27.776323
J033154.64-274633.7,21.91,0.09,10.38,0.12,1.64,0.35,0.841,0.05,-47.4,1,1,52.977665,-27.776015
J033200.64-274633.0,21.64,0.03,5.95,0.06,3.8,0.34,0.335,0.022,-17.3,1,1,53.002668,-27.775845
J033155.64-274633.8,23.09,0.1,13.54,0.13,0.23,0.28,0.436,0.061,-42.8,1,1,52.981816,-27.776053
J033155.01-274635.0,23.86,0.11,10.16,0.13,0.68,0.28,0.468,0.062,-81.6,1,1,52.979205,-27.776389
J033201.12-274634.9,23.32,0.27,22.16,0.32,3.8,0.95,0.543,0.053,-53.9,1,0,53.004684,-27.77635
J033200.67-274633.3,22.07,0.06,6.5,0.1,2.6,0.38,0.808,0.036,-63.9,1,1,53.0028,-27.775914
J033202.08-274634.0,24.36,0.11,11.35,0.13,0.35,0.28,0.207,0.062,-27.9,1,1,53.008674,-27.776111
J033200.14-274631.8,23.98,0.05,2.63,0.06,1.38,0.19,0.444,0.027,21.0,1,1,53.000585,-27.775506
J033154.45-274631.4,23.91,0.11,15.85,0.13,0.2,0.28,0.192,0.063,31.1,0,0,52.976862,-27.775384
J033153.94-274630.3,22.19,0.15,27.46,0.17,1.38,0.4,0.786,0.065,-23.5,1,1,52.974767,-27.775096
J033155.70-274629.9,23.16,0.08,9.99,0.1,0.37,0.24,0.256,0.052,-19.3,1,1,52.982104,-27.774978
J033156.64-274629.1,22.96,0.13,9.95,0.21,6.79,0.81,0.726,0.038,13.3,1,1,52.986006,-27.774755
J033155.98-274628.8,22.32,0.54,124.57,0.49,8.0,1.16,0.272,0.072,-68.2,0,0,52.983232,-27.774658
J033203.50-274628.2,23.59,0.09,5.76,0.12,1.46,0.33,0.692,0.053,66.9,1,1,53.014601,-27.774501
J033155.90-274628.4,24.63,0.1,5.62,0.12,0.73,0.27,0.415,0.059,-67.0,1,0,52.982912,-27.774547
J033157.50-274626.2,22.86,0.11,21.11,0.14,1.29,0.33,0.287,0.06,53.2,1,1,52.989582,-27.773955
J033158.28-274626.4,23.78,0.07,3.34,0.11,5.72,0.53,0.589,0.031,59.3,1,1,52.992849,-27.774006
J033154.08-274623.6,23.73,0.1,7.74,0.13,1.5,0.36,0.522,0.056,15.2,1,1,52.975336,-27.773226
J033153.24-274618.9,19.96,0.11,30.96,0.18,6.81,0.78,0.794,0.038,-69.2,1,1,52.971826,-27.771915
J033155.27-274622.5,24.15,0.11,6.67,0.13,0.62,0.28,0.862,0.062,-3.9,1,1,52.980285,-27.77291
J033156.69-274622.4,23.98,0.12,13.02,0.14,0.64,0.3,0.401,0.065,-13.9,1,1,52.986202,-27.772887
J033201.07-274611.8,20.32,0.16,64.02,0.21,3.09,0.68,0.375,0.048,10.6,1,1,53.004465,-27.769939
J033158.28-274620.1,23.15,0.1,13.77,0.14,1.72,0.4,0.269,0.054,-12.8,1,1,52.992849,-27.772257
J033159.09-274619.0,22.65,0.11,29.35,0.14,0.42,0.29,0.21,0.063,-57.0,1,1,52.996208,-27.771944
J033203.09-274621.1,23.88,0.15,9.23,0.22,3.64,0.76,0.519,0.041,-89.7,1,1,53.012878,-27.772538
J033157.55-274619.3,22.99,0.11,10.98,0.13,0.3,0.28,0.762,0.061,-22.7,1,1,52.98981,-27.772036
J033202.69-274620.5,23.76,0.16,11.04,0.2,2.12,0.53,0.838,0.059,-9.5,1,1,53.011204,-27.772357
J033154.74-274618.8,22.2,0.04,4.86,0.07,2.96,0.33,0.686,0.027,4.1,1,1,52.978095,-27.771883
J033157.12-274618.6,23.44,0.1,9.91,0.12,0.78,0.27,0.421,0.059,18.6,1,1,52.987989,-27.771847
J033155.91-274619.1,23.96,0.1,7.33,0.12,0.41,0.27,0.531,0.06,-49.1,1,1,52.982965,-27.771978
J033153.59-274618.3,23.1,0.13,18.34,0.14,0.67,0.3,0.489,0.065,20.6,1,1,52.973305,-27.77176
J033203.69-274619.3,24.54,0.1,7.93,0.13,0.33,0.27,0.298,0.061,-85.1,1,0,53.015359,-27.772017
J033158.54-274618.3,23.73,0.01,0.3,0.01,5.39,0.01,0.064,0.011,-17.7,0,0,52.993923,-27.771744
J033160.00-274617.6,22.04,0.15,26.22,0.19,2.05,0.5,0.601,0.057,84.2,1,1,52.999998,-27.771564
J033200.98-274615.4,22.54,0.09,14.8,0.12,1.51,0.33,0.25,0.052,40.0,1,1,53.00409,-27.770958
J033202.46-274617.0,23.74,0.13,13.36,0.14,0.84,0.3,0.531,0.065,30.8,1,1,53.010255,-27.771378
J033152.74-274616.1,22.79,0.09,13.22,0.12,1.32,0.31,0.276,0.054,-73.2,1,1,52.969768,-27.771147
J033202.29-274614.6,22.55,0.1,16.73,0.13,1.05,0.28,0.451,0.061,60.3,1,1,53.009534,-27.770714
J033153.76-274613.8,23.17,0.19,16.57,0.26,8.0,0.88,0.495,0.043,36.7,0,0,52.974019,-27.770494
J033200.26-274612.3,22.69,0.1,10.79,0.14,2.09,0.46,0.601,0.051,-5.5,1,1,53.001078,-27.770092
J033200.29-274611.5,23.74,0.1,9.6,0.12,0.51,0.27,0.308,0.059,-61.3,1,1,53.001222,-27.769857
J033156.78-274610.2,23.7,0.1,10.01,0.12,0.52,0.27,0.333,0.059,24.0,1,1,52.98659,-27.7695
J033201.93-274610.2,23.16,0.12,11.45,0.16,1.93,0.45,0.626,0.055,55.6,1,1,53.008025,-27.769489
J033200.21-274608.8,22.81,0.08,8.89,0.1,1.5,0.3,0.355,0.047,2.5,1,1,53.000867,-27.769124
J033200.52-274609.1,24.38,0.11,8.6,0.13,0.4,0.28,0.376,0.062,71.8,1,1,53.002166,-27.769208
J033152.61-274606.7,24.47,0.11,10.53,0.13,0.45,0.28,0.245,0.062,55.3,1,1,52.969206,-27.768527
J033202.15-274600.8,21.49,0.1,24.51,0.13,1.05,0.28,0.52,0.06,2.8,1,1,53.008952,-27.766895
J033155.02-274601.6,23.06,0.12,21.51,0.14,0.63,0.29,0.335,0.065,10.2,1,1,52.979242,-27.767113
J033159.29-274601.8,23.51,0.09,8.16,0.11,0.2,0.26,0.407,0.057,6.9,0,0,52.997059,-27.767172
J033155.76-274601.4,23.28,0.06,4.25,0.08,1.62,0.27,0.589,0.038,59.5,1,1,52.982328,-27.767068
J033202.45-274600.2,22.61,0.22,19.09,0.29,8.0,0.92,0.814,0.046,-74.4,0,0,53.010223,-27.76672
J033156.37-274556.6,22.84,0.01,0.3,0.16,0.2,0.88,0.028,0.001,-87.7,0,0,52.984857,-27.765732
J033152.23-274551.1,22.33,0.06,8.19,0.08,1.36,0.24,0.405,0.04,2.0,1,1,52.96763,-27.764188
J033155.07-274547.0,21.16,0.1,21.49,0.12,0.97,0.27,0.7,0.059,-83.4,1,1,52.979458,-27.763053
J033159.69-274549.4,23.66,0.12,12.48,0.14,1.15,0.31,0.436,0.062,70.7,1,1,52.998719,-27.763716
J033202.17-274547.1,22.02,0.12,24.08,0.15,1.68,0.4,0.442,0.057,-46.3,1,1,53.009032,-27.763089
J033154.25-274545.0,23.25,0.13,19.43,0.14,0.28,0.3,0.387,0.065,25.8,1,1,52.97605,-27.762497
J033159.16-274543.8,24.39,0.09,3.87,0.14,2.3,0.47,0.704,0.047,5.4,1,1,52.996479,-27.762156
J033155.20-274543.3,24.19,0.09,5.95,0.1,0.29,0.25,0.313,0.054,43.7,1,1,52.980006,-27.762038
J033154.08-274542.0,22.91,0.08,7.14,0.1,1.49,0.3,0.511,0.047,8.8,1,1,52.975333,-27.761654
J033202.18-274542.1,23.7,0.1,9.57,0.12,1.05,0.28,0.347,0.059,18.6,1,1,53.009096,-27.761702
J033202.10-274542.5,23.74,0.08,3.82,0.12,2.66,0.47,0.87,0.041,0.2,1,1,53.008746,-27.761796
J033201.36-274540.3,21.69,0.19,24.38,0.26,6.05,0.87,0.849,0.043,-72.3,1,1,53.005653,-27.761187
J033154.55-274540.3,22.89,0.06,4.37,0.08,1.94,0.3,0.764,0.036,45.8,1,1,52.977288,-27.761187
J033152.06-274539.6,24.03,0.12,10.2,0.15,1.18,0.33,0.576,0.063,-32.8,1,1,52.966924,-27.761008
J033152.25-274539.7,23.73,0.01,0.3,0.09,2.02,0.41,0.124,0.001,60.5,0,0,52.967719,-27.761017
J033200.16-274537.4,21.48,0.09,16.28,0.11,0.86,0.26,0.604,0.056,67.9,1,1,53.000649,-27.760391
J033201.42-274537.4,21.2,0.01,0.3,0.1,2.12,0.51,0.118,0.001,-65.5,0,0,53.005902,-27.760377
J033156.29-274537.7,23.81,0.1,9.72,0.14,1.72,0.39,0.261,0.053,32.2,1,1,52.984536,-27.760472
J033154.70-274537.5,23.86,0.09,6.3,0.12,1.45,0.33,0.444,0.053,-42.4,1,1,52.977918,-27.760425
J033157.31-274536.3,22.02,0.04,5.93,0.06,1.26,0.17,0.463,0.025,51.7,1,1,52.988785,-27.760078
J033202.52-274535.8,22.18,0.04,4.46,0.06,2.21,0.25,0.72,0.026,-27.4,1,1,53.010493,-27.759951
J033159.11-274536.0,23.5,0.17,14.36,0.23,3.43,0.75,0.4,0.045,-85.1,1,1,52.996305,-27.760007
J033152.33-274534.8,24.21,0.08,3.57,0.1,1.24,0.27,0.713,0.05,-53.7,1,1,52.968035,-27.759674
J033201.92-274534.3,23.54,0.09,8.14,0.11,0.43,0.26,0.353,0.056,-40.3,1,1,53.008017,-27.75952
J033155.62-274531.5,22.2,0.1,16.59,0.13,0.96,0.27,0.608,0.061,27.5,1,1,52.981758,-27.758739
J033158.15-274524.4,21.75,0.1,30.02,0.12,0.84,0.27,0.211,0.059,3.6,1,1,52.992301,-27.756767
J033200.23-274526.6,20.16,0.03,9.79,0.05,3.57,0.3,0.356,0.02,72.7,1,1,53.000943,-27.757387
J033201.04-274527.0,22.61,0.1,15.0,0.12,0.96,0.27,0.442,0.06,-62.4,1,1,53.004325,-27.757493
J033152.27-274525.7,23.36,0.09,9.65,0.11,0.56,0.26,0.323,0.057,15.1,1,1,52.96778,-27.757148
J033152.54-274524.5,21.83,0.08,13.18,0.12,2.65,0.45,0.38,0.041,-37.8,1,1,52.968912,-27.756795
J033157.13-274526.6,24.11,0.07,4.54,0.08,1.12,0.23,0.34,0.046,-87.3,1,1,52.988041,-27.757376
J033159.15-274524.8,23.67,0.12,14.2,0.14,1.2,0.32,0.339,0.062,-31.8,1,1,52.996466,-27.756878
J033157.18-274524.1,22.97,0.1,11.88,0.13,1.28,0.32,0.4,0.057,52.4,1,1,52.988244,-27.756695
J033157.98-274523.8,23.34,0.1,9.4,0.12,0.79,0.27,0.552,0.06,-30.7,1,1,52.991586,-27.756624
J033154.30-274524.0,24.05,0.1,9.79,0.12,0.81,0.27,0.288,0.06,66.3,1,1,52.97627,-27.75667
J033158.89-274523.7,23.73,0.08,4.14,0.14,6.31,0.63,0.66,0.034,11.7,1,1,52.995362,-27.756591
J033158.79-274523.4,23.76,0.12,13.95,0.14,0.86,0.3,0.433,0.065,66.6,1,1,52.994969,-27.756495
J033200.61-274521.5,22.09,0.1,16.42,0.12,0.97,0.27,0.433,0.058,61.0,1,1,53.002523,-27.75597
J033155.60-274522.0,23.0,0.15,13.85,0.22,3.36,0.72,0.602,0.044,42.2,1,1,52.981678,-27.756125
J033153.68-274521.9,24.18,0.05,1.98,0.07,1.78,0.24,0.737,0.029,-22.4,1,1,52.973678,-27.756076
J033156.54-274520.7,22.95,0.16,27.1,0.19,2.03,0.51,0.3,0.059,79.5,1,1,52.985573,-27.755756
J033159.59-274510.5,18.08,0.01,0.3,0.05,2.99,0.2,0.04,0.001,-52.1,0,0,52.998305,-27.752905
J033200.77-274514.6,22.0,0.08,9.95,0.09,0.51,0.23,0.66,0.05,-68.0,1,1,53.003217,-27.754051
J033156.22-274513.2,19.78,0.01,0.3,0.19,0.62,1.08,0.087,0.001,-53.4,0,0,52.984262,-27.753661
J033156.39-274512.8,21.08,0.01,0.3,0.16,0.98,0.84,0.203,0.001,9.5,0,0,52.984941,-27.753542
J033152.12-274510.0,20.63,0.1,18.98,0.17,5.3,0.73,0.857,0.036,-21.8,1,1,52.967176,-27.752777
J033157.03-274513.5,23.5,0.16,10.88,0.21,2.96,0.66,0.716,0.049,11.4,1,1,52.987632,-27.753749
J033155.61-274511.7,24.08,0.11,12.61,0.13,0.39,0.28,0.234,0.062,-30.2,1,1,52.981723,-27.753253
J033156.41-274511.2,24.13,0.09,5.39,0.12,1.14,0.29,0.531,0.056,-24.0,1,1,52.985036,-27.753098
J033156.29-274510.2,24.09,0.1,11.12,0.12,0.35,0.27,0.205,0.06,-10.9,1,1,52.984536,-27.75283
J033156.12-274511.0,23.25,0.22,16.31,0.28,6.26,0.91,0.599,0.046,52.9,1,0,52.983826,-27.753052
J033155.11-274510.2,23.38,0.1,9.48,0.12,0.41,0.27,0.505,0.06,38.8,1,1,52.979639,-27.75283
J033155.59-274508.0,23.93,0.1,14.88,0.13,0.63,0.27,0.153,0.061,9.6,1,1,52.981615,-27.752228
J033153.15-274508.6,24.1,0.11,9.55,0.13,1.01,0.28,0.355,0.061,9.0,1,1,52.971467,-27.752383
J033152.48-274507.3,23.5,0.09,9.41,0.11,0.85,0.25,0.247,0.054,-78.2,1,1,52.968663,-27.752036
J033153.16-274505.4,23.29,0.13,13.98,0.14,0.64,0.3,0.739,0.065,11.0,1,1,52.971484,-27.75151
J033157.63-274504.1,21.54,0.11,31.85,0.15,1.88,0.43,0.273,0.054,81.5,1,1,52.99013,-27.75113
J033158.18-274504.1,23.72,0.16,13.89,0.2,2.3,0.56,0.487,0.056,-60.6,1,1,52.992417,-27.751132
J033158.70-274500.2,20.21,0.16,56.43,0.23,4.56,0.83,0.424,0.039,-73.5,1,1,52.994584,-27.750059
J033158.14-274459.2,20.12,0.08,19.56,0.14,5.08,0.62,0.786,0.034,-22.0,1,1,52.992266,-27.749776
J033200.55-274501.2,20.44,0.03,10.44,0.05,3.73,0.3,0.214,0.019,-75.4,1,1,53.002301,-27.750323
J033158.55-274501.9,22.76,0.14,41.87,0.16,0.44,0.32,0.235,0.069,-5.9,1,1,52.99397,-27.750533
J033159.31-274500.0,23.66,0.11,8.07,0.13,0.68,0.28,0.758,0.061,-20.4,1,1,52.997134,-27.750006
J033158.32-274459.6,24.55,0.1,9.77,0.12,0.25,0.27,0.151,0.059,-56.3,1,0,52.992995,-27.749893
J033158.81-274458.9,21.5,0.67,358.96,0.5,8.0,1.29,0.236,0.079,6.3,0,0,52.995053,-27.749686
J033153.47-274458.0,23.14,0.09,7.88,0.11,0.96,0.25,0.515,0.055,75.3,1,1,52.972795,-27.74945
J033151.92-274456.6,23.82,0.12,16.13,0.14,0.97,0.29,0.286,0.064,2.9,1,1,52.966353,-27.749059
J033151.96-274456.4,23.77,0.12,10.44,0.16,1.77,0.42,0.504,0.056,-34.4,1,1,52.966502,-27.749002
J033200.13-274453.1,21.44,0.26,55.41,0.29,2.78,0.75,0.711,0.063,-19.7,1,0,53.000529,-27.748095
J033159.42-274453.8,23.89,0.09,4.88,0.16,4.05,0.7,0.57,0.036,-41.9,1,1,52.997583,-27.748291
J033152.88-274451.9,23.57,0.1,6.99,0.13,1.06,0.28,0.855,0.06,-57.3,1,1,52.970338,-27.747763
J033151.85-274450.7,22.75,0.07,5.42,0.1,1.95,0.34,0.858,0.043,-17.1,1,1,52.966026,-27.747409
J033154.25-274448.9,22.67,0.13,15.18,0.17,2.11,0.48,0.609,0.053,9.6,1,1,52.976037,-27.746914
J033157.42-274450.0,23.39,0.21,19.17,0.27,3.79,0.87,0.373,0.047,83.2,1,1,52.989233,-27.747233
J033200.64-274448.4,22.32,0.14,39.53,0.16,0.54,0.32,0.367,0.068,-11.7,1,1,53.002673,-27.746779
J033159.98-274447.7,22.37,0.01,1.12,0.07,1.98,0.24,0.752,0.001,-76.8,1,1,52.999909,-27.746585
J033154.44-274447.5,22.01,0.01,0.3,0.14,0.2,0.68,0.346,0.001,-45.9,0,0,52.97682,-27.746523
J033157.65-274447.0,23.44,0.12,15.14,0.14,0.34,0.3,0.501,0.065,-32.9,1,1,52.990223,-27.746381
J033156.89-274446.2,23.85,0.09,7.78,0.12,0.39,0.27,0.342,0.058,-66.0,1,1,52.987057,-27.746171
J033151.98-274444.1,23.4,0.2,14.9,0.27,4.83,0.89,0.538,0.044,31.5,1,1,52.966587,-27.745579
J033155.97-274432.6,21.92,0.09,14.1,0.1,0.97,0.25,0.462,0.054,40.5,1,1,52.983206,-27.742383
J033155.46-274425.5,20.96,0.11,44.45,0.13,1.08,0.29,0.332,0.061,7.4,1,1,52.981068,-27.740409
J033154.51-274431.6,24.02,0.13,9.81,0.15,1.13,0.33,0.789,0.065,48.2,1,1,52.977129,-27.742109
J033157.42-274424.3,20.24,0.01,0.3,0.18,0.81,1.05,0.072,0.001,-67.2,0,0,52.989263,-27.740097
J033158.96-274423.4,24.22,0.07,3.17,0.09,1.76,0.31,0.609,0.043,79.3,1,1,52.995665,-27.739847
J033154.83-274420.5,23.86,0.07,4.62,0.11,3.64,0.5,0.298,0.032,62.1,1,1,52.978473,-27.739029
J033155.67-274418.9,24.06,0.07,4.83,0.09,0.84,0.22,0.343,0.048,12.6,1,1,52.981955,-27.738582
J033159.57-274428.6,23.36,0.12,15.76,0.16,1.62,0.4,0.35,0.058,-72.7,1,1,52.998209,-27.741267
J033153.71-274430.1,23.26,0.12,7.65,0.19,5.16,0.79,0.723,0.038,-27.2,1,1,52.973778,-27.741697
J033153.78-274424.1,23.57,0.11,19.26,0.13,0.82,0.28,0.172,0.062,-74.8,1,1,52.974069,-27.740029
J033157.49-274421.0,24.19,0.1,5.15,0.12,0.67,0.27,0.719,0.059,-6.5,1,1,52.989561,-27.739162
J033200.52-274724.5,23.94,0.24,20.22,0.26,1.8,0.55,0.852,0.074,-20.7,1,0,53.002175,-27.790128
J033157.39-274723.0,24.95,0.11,4.82,0.15,2.32,0.5,0.398,0.05,22.3,1,1,52.989124,-27.789721
J033204.49-274722.7,24.8,0.14,5.58,0.2,2.9,0.63,0.683,0.048,54.1,1,0,53.018702,-27.789637
J033158.54-274722.3,24.64,0.13,9.62,0.15,0.82,0.31,0.519,0.066,-45.9,1,1,52.993913,-27.789535
J033203.49-274721.0,24.32,0.12,7.94,0.14,0.24,0.3,0.794,0.065,70.5,1,1,53.014542,-27.789162
J033204.30-274720.8,24.51,0.04,1.99,0.07,5.99,0.39,0.358,0.024,-39.2,1,0,53.017937,-27.789108
J033205.08-274720.4,24.03,0.13,12.45,0.14,0.91,0.3,0.517,0.066,-72.1,1,1,53.021184,-27.789006
J033204.13-274720.2,24.79,0.1,7.87,0.12,0.59,0.27,0.189,0.059,29.8,1,0,53.01721,-27.788933
J033202.90-274720.2,25.2,0.09,4.89,0.11,0.2,0.26,0.233,0.057,-66.8,0,0,53.012069,-27.788934
J033201.03-274718.4,24.09,0.14,19.11,0.16,1.38,0.38,0.221,0.064,-9.9,1,1,53.004274,-27.788455
J033205.53-274719.3,24.66,0.28,27.76,0.31,3.4,0.88,0.125,0.058,26.5,1,0,53.02305,-27.788694
J033201.85-274719.0,25.46,0.12,5.98,0.14,0.2,0.29,0.396,0.064,50.5,0,0,53.007707,-27.788602
J033202.71-274717.4,24.03,0.13,6.42,0.19,2.85,0.61,0.88,0.047,10.0,1,1,53.011309,-27.788178
J033203.53-274718.2,24.32,0.36,19.62,0.36,3.31,0.92,0.692,0.065,8.6,1,0,53.014726,-27.788388
J033153.87-274716.0,23.82,0.17,18.75,0.2,1.99,0.52,0.346,0.061,49.4,1,1,52.974471,-27.787784
J033204.71-274716.3,23.15,0.49,43.97,0.46,4.15,1.13,0.679,0.068,40.9,1,0,53.019616,-27.787855
J033155.43-274715.3,25.29,0.12,5.25,0.14,0.45,0.29,0.608,0.064,6.6,1,0,52.980938,-27.78757
J033154.00-274714.8,24.72,0.02,4.71,0.07,0.62,0.08,0.02,0.013,14.2,1,0,52.974991,-27.787434
J033152.71-274714.6,25.28,0.12,6.59,0.14,0.38,0.29,0.414,0.064,78.7,1,0,52.969612,-27.787391
J033205.00-274713.7,24.79,0.12,9.49,0.14,0.2,0.29,0.345,0.064,-24.5,0,0,53.020813,-27.787128
J033157.94-274713.6,25.39,0.13,5.15,0.15,0.2,0.3,0.882,0.066,-5.1,0,0,52.991434,-27.787105
J033155.24-274713.0,24.51,0.09,5.14,0.12,1.18,0.29,0.396,0.056,27.0,1,1,52.980178,-27.786938
J033205.59-274713.5,24.5,0.31,17.55,0.33,3.7,0.96,0.386,0.056,77.4,1,0,53.023292,-27.787093
J033158.09-274712.5,23.69,0.52,115.72,0.48,8.0,1.14,0.076,0.071,-6.3,0,0,52.992038,-27.786801
J033159.68-274710.7,23.71,0.4,27.06,0.39,8.0,1.09,0.557,0.059,-7.9,0,0,52.998687,-27.786297
J033159.08-274710.2,24.63,0.12,10.43,0.14,0.31,0.29,0.3,0.064,-53.3,1,0,52.996166,-27.786158
J033201.64-274709.4,25.53,0.11,3.89,0.13,0.32,0.28,0.584,0.061,21.4,1,0,53.006813,-27.785944
J033202.29-274709.8,25.07,0.1,9.31,0.13,1.56,0.37,0.092,0.055,85.2,1,1,53.009554,-27.786052
J033202.49-274708.6,25.05,0.08,2.87,0.11,1.89,0.36,0.466,0.045,3.0,1,0,53.010357,-27.785716
J033202.21-274708.5,24.34,0.07,2.83,0.13,5.45,0.57,0.6,0.032,-61.2,1,0,53.00922,-27.785691
J033202.22-274705.3,24.32,0.25,20.34,0.28,2.82,0.75,0.332,0.062,-45.5,1,0,53.009241,-27.784814
J033159.66-274704.0,24.96,0.14,6.24,0.17,1.53,0.41,0.843,0.062,-17.8,1,1,52.998588,-27.784433
J033202.95-274702.5,25.48,0.11,3.79,0.13,0.2,0.28,0.698,0.062,47.1,0,0,53.012295,-27.784022
J033158.97-274702.3,25.07,0.1,3.89,0.14,2.33,0.48,0.384,0.047,46.4,1,0,52.995725,-27.783978
J033156.89-274702.0,25.28,0.12,6.39,0.14,0.76,0.3,0.504,0.065,57.0,1,0,52.98706,-27.7839
J033205.08-274702.3,25.32,0.01,0.3,0.01,4.83,0.09,0.086,0.011,18.9,0,0,53.021146,-27.783968
J033201.01-274660.0,24.71,0.13,7.63,0.14,0.7,0.3,0.656,0.065,-33.5,1,1,53.004218,-27.783322
J033157.84-274700.3,25.18,0.03,0.88,0.05,7.3,0.33,0.397,0.02,29.0,1,0,52.99102,-27.783409
J033157.11-274700.3,25.08,0.1,2.51,0.17,8.0,0.75,0.888,0.037,-5.0,0,0,52.987943,-27.783413
J033206.49-274659.4,23.3,0.59,117.41,0.49,6.34,1.21,0.2,0.075,7.7,1,0,53.027055,-27.783168
